Zona,upp,ano,mes,hom_doloso,lesao_corp_morte,latrocinio,hom_por_interv_policial,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_comercio,roubo_residencia,roubo_veiculo,roubo_carga,roubo_transeunte,roubo_em_coletivo,roubo_banco,roubo_cx_eletronico,roubo_celular,roubo_conducao_saque,total_roubos,furto_veiculos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,recuperacao_veiculos,armas_apreendidas,cump_mandado_prisao,ocorr_flagrante,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias
 Norte,Lins,2008,Fevereiro,1,0,0,0,0,4,0,0,3,0,0,0,0,2,0,0,0,0,0,4,1,3,0,0,0,0,0,2,4,0,1,8,1,0,0,0,0,27
 Norte,Camarista Méier,2008,Fevereiro,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15
 Oeste,Mangueirinha,2008,Fevereiro,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,7,0,3,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,22
 Oeste,Vila Kennedy,2008,Fevereiro,1,0,0,0,2,8,0,1,7,2,0,12,1,10,2,0,0,0,0,30,1,13,0,0,0,0,7,5,0,0,4,5,0,0,0,0,0,78
 Sul,Santa Marta,2008,Março,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,1,1,1,0,0,0,0,0,13
 Oeste,Cidade de Deus,2008,Março,8,0,0,0,1,20,0,1,25,0,0,11,0,17,13,0,0,6,0,56,0,22,0,1,0,3,4,13,2,0,3,8,1,0,0,0,0,166
 Oeste,Batam,2008,Março,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9
 Sul,Chapéu Mangueira / Babilônia,2008,Março,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5
 Sul,Pavão-Pavãozinho,2008,Março,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6
 Sul,Tabajaras,2008,Março,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,0,0,4,0,0,0,0,0,17
 Central,Providência,2008,Março,0,0,0,1,0,1,1,0,2,1,0,1,0,1,0,0,0,0,0,4,0,6,0,0,0,1,11,0,1,0,2,1,0,0,0,0,0,34
 Norte,Borel,2008,Março,1,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,2,0,0,0,0,1,0,1,1,1,2,2,0,0,0,0,19
 Oeste,Formiga,2008,Março,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
 Norte,Andaraí,2008,Março,0,0,0,0,0,2,0,0,0,1,0,4,0,3,0,0,0,0,0,9,2,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25
 Norte,Salgueiro,2008,Março,0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,0,0,0,1,10,2,7,0,0,0,0,0,1,2,0,1,2,0,0,0,0,0,27
 Norte,Turano,2008,Março,0,0,0,0,0,5,0,0,0,1,0,1,0,5,1,0,0,1,0,11,0,1,0,0,0,2,2,2,0,0,1,2,0,0,0,0,0,29
 Norte,São João / Matriz / Queto,2008,Março,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,9
 Norte,Coroa / Fallet / Fogueteiro,2008,Março,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15
 Central,Escondidinho / Prazeres,2008,Março,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,11
 Central,São Carlos,2008,Março,1,0,0,1,1,9,0,0,0,1,0,1,0,2,0,0,0,0,0,4,1,5,0,0,0,2,2,2,10,0,0,3,1,1,0,0,0,32
 Central,Mangueira,2008,Março,0,0,0,0,1,9,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,3,2,4,0,1,3,0,0,0,0,0,26
 Norte,Macacos,2008,Março,1,0,0,0,0,2,2,0,0,0,0,1,0,2,0,0,0,0,0,4,1,3,0,0,0,1,0,3,0,0,0,1,0,0,0,0,0,23
 Sul,Vidigal,2008,Março,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
 Norte,Nova Brasília,2008,Março,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
 Norte,Fazendinha,2008,Março,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
 Norte,Adeus / Baiana,2008,Março,0,0,0,0,0,2,0,0,0,1,1,0,0,3,0,0,0,0,0,5,1,5,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,17
 Norte,Alemão,2008,Março,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
 Norte,Chatuba,2008,Março,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Norte,Fé / Sereno,2008,Março,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
 Norte,Parque Proletário,2008,Março,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Norte,Vila Cruzeiro,2008,Março,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,13
 Sul,Rocinha,2008,Março,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7
 Norte,Jacarezinho,2008,Março,1,0,0,0,0,5,0,0,5,1,0,1,0,9,1,0,0,0,0,13,0,9,0,0,0,0,1,4,0,0,2,0,2,0,0,0,0,45
 Norte,Manguinhos,2008,Março,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6
 Central,Barreira do Vasco / Tuiuti,2008,Março,0,0,0,0,0,4,0,0,2,0,0,2,0,0,0,0,0,1,0,4,0,3,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,20
 Central,Caju,2008,Março,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,2,0,0,0,0,0,15
 Sul,Cerro-Corá,2008,Março,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,6
 Norte,Arará / Mandela,2008,Março,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
 Norte,Lins,2008,Março,0,0,0,0,0,11,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,8,0,0,0,0,1,1,1,0,1,7,1,0,0,0,0,30
 Norte,Camarista Méier,2008,Março,0,0,0,1,1,2,0,0,0,0,0,1,0,3,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,7,1,0,0,0,0,24
 Oeste,Mangueirinha,2008,Março,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,0,0,0,0,4,0,5,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,19
 Oeste,Vila Kennedy,2008,Março,1,0,0,0,1,9,0,1,10,1,0,6,0,9,0,0,0,1,0,19,1,8,0,0,0,0,2,6,0,0,0,9,0,0,0,0,0,74
 Sul,Santa Marta,2008,Abril,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
 Oeste,Cidade de Deus,2008,Abril,2,0,0,12,2,16,0,1,5,2,0,9,0,22,9,0,0,1,0,47,2,25,0,0,0,3,6,8,18,1,3,9,3,0,0,0,0,134
 Oeste,Batam,2008,Abril,0,0,1,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10
 Sul,Chapéu Mangueira / Babilônia,2008,Abril,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
 Sul,Pavão-Pavãozinho,2008,Abril,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,4,0,0,0,1,1,0,5,2,1,1,0,0,0,0,0,17
 Sul,Tabajaras,2008,Abril,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,2,1,2,0,1,0,1,0,0,0,0,11
 Central,Providência,2008,Abril,0,0,0,0,1,1,0,0,3,0,0,0,0,2,1,0,0,0,0,3,0,2,0,0,0,0,10,3,0,1,6,1,1,0,0,0,0,34
 Norte,Borel,2008,Abril,1,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4,1,2,0,0,0,0,0,0,15
 Oeste,Formiga,2008,Abril,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
 Norte,Andaraí,2008,Abril,0,0,0,1,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,1,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,22
 Norte,Salgueiro,2008,Abril,1,0,0,0,0,1,0,0,0,0,0,3,0,14,0,0,0,1,0,19,0,6,0,0,0,3,0,2,0,0,1,1,0,0,0,0,0,39
 Norte,Turano,2008,Abril,0,0,0,1,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,15
 Norte,São João / Matriz / Queto,2008,Abril,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
 Norte,Coroa / Fallet / Fogueteiro,2008,Abril,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,10
 Central,Escondidinho / Prazeres,2008,Abril,0,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,15
 Central,São Carlos,2008,Abril,0,0,0,4,1,3,0,0,2,0,0,1,0,3,0,0,0,0,0,4,0,2,0,0,0,1,1,0,3,0,0,3,1,0,0,0,0,21
 Central,Mangueira,2008,Abril,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,1,0,4,1,3,3,0,3,0,0,0,0,0,0,23
 Norte,Macacos,2008,Abril,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,9,0,1,0,1,0,5,0,0,0,1,2,0,0,0,0,25
 Sul,Vidigal,2008,Abril,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
 Norte,Nova Brasília,2008,Abril,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 Norte,Fazendinha,2008,Abril,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
 Norte,Adeus / Baiana,2008,Abril,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7
 Norte,Alemão,2008,Abril,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 Norte,Chatuba,2008,Abril,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
 Norte,Fé / Sereno,2008,Abril,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
 Norte,Parque Proletário,2008,Abril,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
 Norte,Vila Cruzeiro,2008,Abril,1,0,0,10,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,0,8,1,17,0,3,2,0,0,0,0,0,33
 Sul,Rocinha,2008,Abril,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,1,1,0,0,0,0,0,12
 Norte,Jacarezinho,2008,Abril,0,0,0,2,1,1,0,0,0,0,0,0,0,9,3,0,0,0,0,12,0,6,0,1,0,2,4,13,5,0,3,4,0,0,0,0,0,48
 Norte,Manguinhos,2008,Abril,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,1,1,0,0,0,0,0,11
 Central,Barreira do Vasco / Tuiuti,2008,Abril,0,0,0,0,0,7,0,0,2,0,0,2,1,4,0,0,0,0,0,9,0,3,0,0,0,4,0,1,0,0,2,2,0,0,0,0,0,31
 Central,Caju,2008,Abril,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,15
 Sul,Cerro-Corá,2008,Abril,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 Norte,Arará / Mandela,2008,Abril,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,5
 Norte,Lins,2008,Abril,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,2,0,1,0,7,0,0,0,0,0,19
 Norte,Camarista Méier,2008,Abril,1,0,0,0,0,2,0,0,0,0,0,0,1,8,0,0,0,0,0,12,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
 Oeste,Mangueirinha,2008,Abril,3,0,0,0,1,1,0,0,0,0,0,3,1,0,2,0,0,1,0,8,1,6,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,23
 Oeste,Vila Kennedy,2008,Abril,3,0,0,0,1,10,0,1,7,0,0,8,0,9,2,0,0,1,0,22,3,5,0,1,0,4,5,11,1,0,7,4,0,0,0,0,0,77
 Sul,Santa Marta,2008,Maio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,9
 Oeste,Cidade de Deus,2008,Maio,2,0,0,4,0,9,0,2,10,2,1,11,1,20,8,0,0,2,0,49,2,24,0,0,0,2,8,6,5,2,6,9,3,0,0,0,0,142
 Oeste,Batam,2008,Maio,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,1,1,2,0,0,0,0,0,10
 Sul,Chapéu Mangueira / Babilônia,2008,Maio,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,1,1,0,0,0,0,0,14
 Sul,Pavão-Pavãozinho,2008,Maio,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,0,0,10
 Sul,Tabajaras,2008,Maio,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,10
 Central,Providência,2008,Maio,0,0,0,1,0,7,0,0,1,0,0,0,0,1,1,0,0,0,0,3,0,2,0,0,0,0,9,0,1,0,7,2,0,0,0,0,0,32
 Norte,Borel,2008,Maio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,8
 Oeste,Formiga,2008,Maio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,3
 Norte,Andaraí,2008,Maio,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,5,1,5,0,0,0,1,0,2,0,0,1,2,0,0,0,0,0,19
 Norte,Salgueiro,2008,Maio,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,0,5,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,33
 Norte,Turano,2008,Maio,0,0,0,0,1,0,0,0,0,2,0,0,0,2,1,0,0,0,0,6,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13
 Norte,São João / Matriz / Queto,2008,Maio,0,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,3,0,0,0,0,0,13
 Norte,Coroa / Fallet / Fogueteiro,2008,Maio,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,11
 Central,Escondidinho / Prazeres,2008,Maio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,0,0,1,0,0,0,0,11
 Central,São Carlos,2008,Maio,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,5,1,1,0,0,3,0,0,0,0,0,19
 Central,Mangueira,2008,Maio,0,0,0,0,0,12,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,1,5,3,1,0,4,1,0,0,0,0,0,28
 Norte,Macacos,2008,Maio,0,0,0,1,1,1,2,0,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,17
 Sul,Vidigal,2008,Maio,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
 Norte,Nova Brasília,2008,Maio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 Norte,Fazendinha,2008,Maio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,7
 Norte,Adeus / Baiana,2008,Maio,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8
 Norte,Alemão,2008,Maio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,3
 Norte,Chatuba,2008,Maio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,4
 Norte,Fé / Sereno,2008,Maio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
 Norte,Parque Proletário,2008,Maio,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
 Norte,Vila Cruzeiro,2008,Maio,1,0,0,3,0,4,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,4,0,0,1,1,0,0,0,0,15
 Sul,Rocinha,2008,Maio,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,1,0,0,0,2,0,0,0,0,0,13
 Norte,Jacarezinho,2008,Maio,1,0,0,3,0,3,0,0,4,1,0,1,1,4,1,0,0,2,0,12,1,14,0,0,0,1,0,6,3,0,0,1,0,0,0,0,0,53
 Norte,Manguinhos,2008,Maio,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,14
 Central,Barreira do Vasco / Tuiuti,2008,Maio,0,0,0,0,0,11,0,1,0,1,0,2,1,6,0,0,0,0,0,16,3,13,0,0,0,1,0,5,0,0,3,4,1,0,0,0,0,51
 Central,Caju,2008,Maio,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,1,1,4,0,1,1,0,0,0,0,0,9
 Sul,Cerro-Corá,2008,Maio,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7
 Norte,Arará / Mandela,2008,Maio,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 Norte,Lins,2008,Maio,1,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,33
 Norte,Camarista Méier,2008,Maio,1,0,0,0,1,2,0,0,0,0,0,8,0,7,0,0,0,0,0,16,0,4,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,32
 Oeste,Mangueirinha,2008,Maio,0,0,0,0,0,4,0,0,0,0,0,2,1,2,1,0,0,0,0,7,0,3,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,19
 Oeste,Vila Kennedy,2008,Maio,1,0,0,0,0,13,0,0,11,0,0,7,1,11,0,0,0,0,0,20,3,6,0,0,0,0,7,5,1,0,6,6,0,0,0,0,0,74
 Sul,Santa Marta,2008,Junho,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,7
 Oeste,Cidade de Deus,2008,Junho,5,0,1,2,4,19,0,1,12,1,0,7,1,16,4,0,0,8,0,45,2,21,0,0,0,5,10,12,4,0,9,7,3,2,1,0,0,147
 Oeste,Batam,2008,Junho,0,0,0,0,1,1,0,1,2,0,0,1,0,1,0,0,0,0,0,2,1,4,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,17
 Sul,Chapéu Mangueira / Babilônia,2008,Junho,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,0,0,0,5
 Sul,Pavão-Pavãozinho,2008,Junho,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
 Sul,Tabajaras,2008,Junho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,2,0,0,0,0,0,9
 Central,Providência,2008,Junho,0,0,0,0,0,7,2,0,0,0,0,0,0,1,1,0,0,0,0,2,0,2,0,0,0,0,5,1,0,0,0,1,0,0,0,1,0,22
 Norte,Borel,2008,Junho,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,3,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,15
 Oeste,Formiga,2008,Junho,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
 Norte,Andaraí,2008,Junho,2,0,0,2,1,1,0,0,2,0,0,11,1,9,0,0,0,0,0,22,2,8,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,43
 Norte,Salgueiro,2008,Junho,0,0,0,0,0,3,0,0,1,0,0,2,0,4,0,0,0,3,0,10,1,11,0,0,0,1,0,3,1,0,0,1,0,0,0,0,0,37
 Norte,Turano,2008,Junho,0,0,0,1,0,6,0,0,1,0,0,3,1,2,0,0,0,0,0,7,0,4,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,20
 Norte,São João / Matriz / Queto,2008,Junho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,11
 Norte,Coroa / Fallet / Fogueteiro,2008,Junho,2,0,0,0,0,2,1,0,0,1,0,2,0,1,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,16
 Central,Escondidinho / Prazeres,2008,Junho,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,12
 Central,São Carlos,2008,Junho,0,0,0,0,1,7,0,0,2,0,0,0,0,1,0,0,0,1,0,2,1,4,0,1,0,0,2,2,2,0,2,0,0,0,0,0,0,31
 Central,Mangueira,2008,Junho,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,6,0,2,0,0,0,16
 Norte,Macacos,2008,Junho,1,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,4,0,0,0,1,0,3,2,0,0,0,1,0,0,0,0,28
 Sul,Vidigal,2008,Junho,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
 Norte,Nova Brasília,2008,Junho,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
 Norte,Fazendinha,2008,Junho,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
 Norte,Adeus / Baiana,2008,Junho,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,1,1,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,12
 Norte,Alemão,2008,Junho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Norte,Chatuba,2008,Junho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
