Zona,upp,ano,mes,hom_doloso,lesao_corp_morte,latrocinio,hom_por_interv_policial,tentat_hom,lesao_corp_dolosa,estupro,hom_culposo,lesao_corp_culposa,roubo_comercio,roubo_residencia,roubo_veiculo,roubo_carga,roubo_transeunte,roubo_em_coletivo,roubo_banco,roubo_cx_eletronico,roubo_celular,roubo_conducao_saque,total_roubos,furto_veiculos,total_furtos,sequestro,extorsao,sequestro_relampago,estelionato,apreensao_drogas,recuperacao_veiculos,armas_apreendidas,cump_mandado_prisao,ocorr_flagrante,ameaca,pessoas_desaparecidas,encontro_cadaver,encontro_ossada,pol_militares_mortos_serv,pol_civis_mortos_serv,registro_ocorrencias
 Norte,Vila Cruzeiro,2007,Abril,0,0,0,0,1,4,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,1,0,1,0,0,3,0,0,0,0,1,1,0,0,0,0,14
 Sul,Rocinha,2007,Abril,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,2,1,0,2,0,0,4,0,0,0,0,0,14
 Norte,Jacarezinho,2007,Abril,3,0,0,0,1,2,2,0,2,1,0,1,0,6,0,0,0,0,1,11,1,4,0,0,0,0,5,8,1,0,3,7,2,0,0,0,0,48
 Norte,Manguinhos,2007,Abril,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,3,4,0,0,0,0,0,13
 Central,Barreira do Vasco / Tuiuti,2007,Abril,0,0,0,1,1,3,0,0,5,0,0,0,1,6,0,0,0,2,0,12,1,6,0,0,0,0,2,5,2,0,0,2,1,0,0,0,0,41
 Central,Caju,2007,Abril,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,0,13
 Sul,Cerro-Corá,2007,Abril,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 Norte,Arará / Mandela,2007,Abril,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Norte,Lins,2007,Abril,0,0,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,1,0,4,0,5,0,0,0,1,1,3,0,0,1,2,3,0,0,0,0,31
 Norte,Camarista Méier,2007,Abril,0,0,0,0,0,1,0,0,0,1,0,3,0,3,0,0,0,1,0,9,0,2,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,18
 Oeste,Mangueirinha,2007,Abril,0,0,0,0,0,6,0,1,1,0,0,3,0,4,0,0,0,1,0,8,0,0,0,0,0,0,1,2,3,0,1,1,1,0,0,0,0,27
 Oeste,Vila Kennedy,2007,Abril,0,1,0,2,1,13,0,0,4,0,0,3,0,12,1,0,0,2,0,20,0,5,0,0,0,0,2,15,3,1,5,10,0,0,0,0,0,82
 Sul,Santa Marta,2007,Maio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,7
 Oeste,Cidade de Deus,2007,Maio,0,0,0,8,4,11,2,0,3,0,0,7,0,5,10,0,0,2,0,27,3,13,0,1,0,2,5,7,13,0,5,5,1,0,0,0,0,97
 Oeste,Batam,2007,Maio,0,0,0,1,1,2,1,0,0,1,0,4,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,15
 Sul,Chapéu Mangueira / Babilônia,2007,Maio,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4
 Sul,Pavão-Pavãozinho,2007,Maio,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,9
 Sul,Tabajaras,2007,Maio,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,5,3,0,0,0,0,0,0,14
 Central,Providência,2007,Maio,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,0,1,2,1,1,0,1,3,0,1,0,0,0,27
 Norte,Borel,2007,Maio,1,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,12,1,3,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,24
 Oeste,Formiga,2007,Maio,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,4
 Norte,Andaraí,2007,Maio,1,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,5,4,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,22
 Norte,Salgueiro,2007,Maio,0,0,0,0,0,2,1,0,1,1,0,6,0,3,0,0,0,3,0,18,9,15,0,0,0,1,1,6,0,0,1,1,1,0,0,0,0,53
 Norte,Turano,2007,Maio,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,1,4,0,3,0,2,3,0,0,0,0,0,17
 Norte,São João / Matriz / Queto,2007,Maio,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,0,0,9
 Norte,Coroa / Fallet / Fogueteiro,2007,Maio,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,14
 Central,Escondidinho / Prazeres,2007,Maio,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,1,0,2,0,0,0,0,0,15
 Central,São Carlos,2007,Maio,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,3,0,0,0,1,0,0,0,0,19
 Central,Mangueira,2007,Maio,0,0,0,0,0,7,0,0,0,0,0,1,1,1,0,0,0,2,0,6,0,2,0,0,0,0,1,3,2,0,0,2,0,0,0,0,0,23
 Norte,Macacos,2007,Maio,1,0,0,1,1,4,0,0,0,0,1,3,1,7,0,0,0,2,0,17,0,2,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,33
 Sul,Vidigal,2007,Maio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,8
 Norte,Nova Brasília,2007,Maio,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
 Norte,Fazendinha,2007,Maio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 Norte,Adeus / Baiana,2007,Maio,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
 Norte,Alemão,2007,Maio,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3
 Norte,Chatuba,2007,Maio,0,0,0,0,2,11,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0,1,1,2,0,0,1,0,0,0,0,0,20
 Norte,Fé / Sereno,2007,Maio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 Norte,Parque Proletário,2007,Maio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
 Norte,Vila Cruzeiro,2007,Maio,1,0,0,2,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,0,0,3,0,5,0,2,0,0,0,0,0,0,21
 Sul,Rocinha,2007,Maio,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,5,1,0,0,0,0,14
 Norte,Jacarezinho,2007,Maio,2,0,0,3,2,3,0,0,1,0,0,0,0,9,0,0,0,1,0,12,0,9,0,0,0,1,13,5,16,2,4,1,1,1,0,0,0,66
 Norte,Manguinhos,2007,Maio,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,3,1,0,0,0,2,1,0,0,0,0,13
 Central,Barreira do Vasco / Tuiuti,2007,Maio,0,0,0,1,0,7,0,0,0,0,0,1,2,4,0,0,0,2,0,9,1,6,0,0,0,0,4,3,6,0,1,1,0,0,0,0,0,35
 Central,Caju,2007,Maio,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,2,2,2,2,1,0,0,0,0,0,0,14
 Sul,Cerro-Corá,2007,Maio,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
 Norte,Arará / Mandela,2007,Maio,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,10
 Norte,Lins,2007,Maio,0,0,0,0,0,4,0,0,0,0,0,3,2,2,0,0,0,0,0,7,1,2,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,28
 Norte,Camarista Méier,2007,Maio,0,0,0,0,0,2,0,0,0,0,0,5,0,1,1,0,0,1,0,9,0,4,0,0,0,0,1,1,1,3,2,2,0,0,0,0,0,27
 Oeste,Mangueirinha,2007,Maio,0,0,0,2,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,1,0,0,0,0,3,2,6,0,4,3,0,0,0,0,0,20
 Oeste,Vila Kennedy,2007,Maio,2,0,0,0,1,16,0,0,16,0,0,10,2,9,5,0,0,0,0,29,0,6,0,0,0,1,5,12,3,1,7,4,0,0,0,0,0,90
 Sul,Santa Marta,2007,Junho,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4
 Oeste,Cidade de Deus,2007,Junho,1,0,0,1,2,14,0,0,10,0,0,5,1,4,8,0,0,1,0,23,0,11,0,0,0,1,11,5,7,2,13,7,1,0,0,0,0,96
 Oeste,Batam,2007,Junho,0,0,0,0,2,4,0,0,5,1,0,1,2,1,1,0,0,0,0,7,1,1,0,0,0,1,0,3,1,0,2,4,1,0,0,0,0,25
 Sul,Chapéu Mangueira / Babilônia,2007,Junho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
 Sul,Pavão-Pavãozinho,2007,Junho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
 Sul,Tabajaras,2007,Junho,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,13
 Central,Providência,2007,Junho,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,4,1,6,0,0,0,0,6,1,1,0,1,1,0,0,0,0,0,25
 Norte,Borel,2007,Junho,0,0,0,0,1,4,2,0,0,0,0,3,0,1,0,0,0,1,0,9,0,1,0,0,0,0,1,1,4,0,1,1,0,0,0,0,0,29
 Oeste,Formiga,2007,Junho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,3
 Norte,Andaraí,2007,Junho,0,0,0,0,0,4,0,0,0,0,0,3,1,1,0,0,0,0,0,6,1,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,26
 Norte,Salgueiro,2007,Junho,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,14,4,10,0,0,0,1,0,4,2,0,0,2,0,0,0,0,0,36
 Norte,Turano,2007,Junho,1,0,0,1,1,5,0,0,0,0,0,1,0,2,0,0,0,0,0,4,0,2,0,0,0,1,0,1,2,0,0,3,0,0,0,0,0,19
 Norte,São João / Matriz / Queto,2007,Junho,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
 Norte,Coroa / Fallet / Fogueteiro,2007,Junho,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,13
 Central,Escondidinho / Prazeres,2007,Junho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
 Central,São Carlos,2007,Junho,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,15
 Central,Mangueira,2007,Junho,0,0,0,0,1,1,0,0,0,0,0,2,2,2,0,0,0,0,0,7,1,2,0,0,0,1,1,2,0,0,1,1,0,0,0,0,0,17
 Norte,Macacos,2007,Junho,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,2,0,18,2,5,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,37
 Sul,Vidigal,2007,Junho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4
 Norte,Nova Brasília,2007,Junho,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 Norte,Fazendinha,2007,Junho,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,7
 Norte,Adeus / Baiana,2007,Junho,2,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12
 Norte,Alemão,2007,Junho,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4
 Norte,Chatuba,2007,Junho,0,0,0,2,1,1,0,0,3,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,12
 Norte,Fé / Sereno,2007,Junho,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6
 Norte,Parque Proletário,2007,Junho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Norte,Vila Cruzeiro,2007,Junho,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,3,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,16
 Sul,Rocinha,2007,Junho,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,12
 Norte,Jacarezinho,2007,Junho,0,0,0,1,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0,6,0,6,0,0,0,2,5,8,5,0,1,1,2,0,0,0,0,40
 Norte,Manguinhos,2007,Junho,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10,0,4,0,5,1,0,0,0,0,0,21
 Central,Barreira do Vasco / Tuiuti,2007,Junho,0,0,0,0,0,2,0,0,3,0,0,1,2,3,0,0,0,1,0,10,0,7,0,0,0,1,0,5,0,0,0,2,1,0,0,0,0,31
 Central,Caju,2007,Junho,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,6,6,0,3,0,0,0,0,0,0,21
 Sul,Cerro-Corá,2007,Junho,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,9
 Norte,Arará / Mandela,2007,Junho,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,9
 Norte,Lins,2007,Junho,0,0,0,2,1,5,0,0,0,0,0,3,6,1,0,0,0,0,0,11,1,3,0,0,0,1,1,3,3,0,1,3,0,0,0,0,0,33
 Norte,Camarista Méier,2007,Junho,0,0,0,0,1,4,0,0,1,1,1,1,1,8,0,0,0,0,0,12,3,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,29
 Oeste,Mangueirinha,2007,Junho,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,2,1,1,7,0,1,0,0,0,0,0,0,18
 Oeste,Vila Kennedy,2007,Junho,1,0,0,0,0,7,0,2,1,2,0,7,1,13,2,0,0,0,0,26,0,9,0,0,0,1,2,9,3,1,2,2,0,0,0,0,0,69
 Sul,Santa Marta,2007,Julho,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
 Oeste,Cidade de Deus,2007,Julho,0,0,0,0,1,7,2,0,20,0,0,3,0,2,10,0,0,3,0,22,0,7,0,0,0,0,7,4,2,2,7,1,3,0,0,0,0,76
 Oeste,Batam,2007,Julho,1,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,1,0,1,1,1,0,0,0,0,18
 Sul,Chapéu Mangueira / Babilônia,2007,Julho,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7
 Sul,Pavão-Pavãozinho,2007,Julho,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 Sul,Tabajaras,2007,Julho,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4
 Central,Providência,2007,Julho,0,0,0,1,0,4,0,0,1,0,0,0,2,2,0,0,0,0,0,4,1,6,0,0,0,0,5,0,5,3,2,5,0,0,0,0,0,35
 Norte,Borel,2007,Julho,1,0,0,2,0,1,0,0,0,0,0,6,1,2,0,0,0,0,0,20,0,1,0,0,0,0,0,6,3,1,0,4,0,1,0,0,0,39
 Oeste,Formiga,2007,Julho,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5
 Norte,Andaraí,2007,Julho,0,0,0,1,0,1,0,0,0,0,0,2,2,2,0,0,0,0,0,8,5,9,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,24
 Norte,Salgueiro,2007,Julho,0,0,0,0,0,1,0,0,0,2,1,3,1,3,0,0,0,0,0,14,2,6,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,31
 Norte,Turano,2007,Julho,0,0,0,2,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,5,0,3,0,0,0,0,1,0,2,0,0,2,1,0,0,0,0,23
 Norte,São João / Matriz / Queto,2007,Julho,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,6
 Norte,Coroa / Fallet / Fogueteiro,2007,Julho,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,23
 Central,Escondidinho / Prazeres,2007,Julho,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,10
 Central,São Carlos,2007,Julho,0,0,0,0,0,5,0,0,1,2,0,1,0,2,0,0,0,0,0,5,0,2,0,1,0,1,2,0,2,0,0,1,1,0,0,0,0,22
 Central,Mangueira,2007,Julho,0,0,0,0,0,1,0,0,0,0,0,1,1,5,0,0,0,2,0,9,0,0,0,0,0,0,8,0,3,0,2,4,0,0,0,0,0,26
 Norte,Macacos,2007,Julho,0,0,0,0,0,2,0,0,0,0,0,3,0,7,0,0,0,0,0,11,1,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,23
 Sul,Vidigal,2007,Julho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
 Norte,Nova Brasília,2007,Julho,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
 Norte,Fazendinha,2007,Julho,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
 Norte,Adeus / Baiana,2007,Julho,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6
 Norte,Alemão,2007,Julho,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
 Norte,Chatuba,2007,Julho,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,7
 Norte,Fé / Sereno,2007,Julho,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
 Norte,Parque Proletário,2007,Julho,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,4
 Norte,Vila Cruzeiro,2007,Julho,1,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,16
 Sul,Rocinha,2007,Julho,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,16
 Norte,Jacarezinho,2007,Julho,3,0,0,1,1,2,0,0,5,4,0,2,0,7,0,0,0,0,0,16,0,5,0,0,0,1,1,8,5,0,2,1,0,0,0,0,0,48
 Norte,Manguinhos,2007,Julho,0,0,0,2,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,3,2,5,0,0,0,0,5,0,2,0,2,1,0,0,0,0,0,20
 Central,Barreira do Vasco / Tuiuti,2007,Julho,0,0,0,0,0,2,0,1,0,0,1,0,3,6,0,0,0,0,0,10,1,5,0,0,0,0,1,1,3,0,3,4,0,0,0,0,0,33
 Central,Caju,2007,Julho,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
 Sul,Cerro-Corá,2007,Julho,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6
 Norte,Arará / Mandela,2007,Julho,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
 Norte,Lins,2007,Julho,0,0,0,0,0,8,0,0,1,0,0,4,0,3,0,0,0,1,0,10,1,2,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,26
 Norte,Camarista Méier,2007,Julho,0,0,0,2,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,4,2,4,0,0,0,1,0,0,4,0,0,5,0,0,0,0,0,19
 Oeste,Mangueirinha,2007,Julho,0,0,0,2,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,1,1,3,3,0,3,0,0,0,0,0,0,17
 Oeste,Vila Kennedy,2007,Julho,1,0,0,0,2,11,0,1,11,2,0,7,0,8,3,0,0,0,0,22,1,9,0,0,0,1,1,7,0,1,3,10,0,0,0,0,0,75
 Sul,Santa Marta,2007,Agosto,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
 Oeste,Cidade de Deus,2007,Agosto,1,0,0,3,2,12,0,0,6,1,0,0,0,1,13,0,0,1,0,25,0,6,0,0,0,2,6,8,5,2,6,5,1,0,0,0,0,83
 Oeste,Batam,2007,Agosto,1,0,0,1,3,0,0,0,2,2,0,1,0,0,1,0,0,0,0,4,1,1,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,16
 Sul,Chapéu Mangueira / Babilônia,2007,Agosto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
 Sul,Pavão-Pavãozinho,2007,Agosto,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,6,0,1,0,0,0,0,0,0,7
 Sul,Tabajaras,2007,Agosto,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,13
 Central,Providência,2007,Agosto,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,10,0,0,0,0,5,0,1,0,1,0,0,0,0,0,0,29
 Norte,Borel,2007,Agosto,0,0,0,1,1,5,0,0,0,0,0,1,1,5,0,0,0,0,0,8,0,1,0,0,0,0,3,3,6,3,0,4,0,0,0,0,0,34
 Oeste,Formiga,2007,Agosto,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2
 Norte,Andaraí,2007,Agosto,0,0,0,1,1,2,1,1,0,0,0,5,1,5,0,0,0,2,0,14,1,4,0,0,0,1,0,4,1,2,0,2,0,0,0,0,0,40
 Norte,Salgueiro,2007,Agosto,0,0,0,0,1,1,0,0,0,0,0,4,0,5,0,0,0,0,0,12,2,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,33
 Norte,Turano,2007,Agosto,1,0,0,2,0,2,0,0,1,1,0,2,1,0,0,0,0,0,0,4,2,7,0,0,0,0,0,1,6,0,0,1,1,0,0,0,0,26
 Norte,São João / Matriz / Queto,2007,Agosto,1,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,11
 Norte,Coroa / Fallet / Fogueteiro,2007,Agosto,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,11
 Central,Escondidinho / Prazeres,2007,Agosto,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,8
